song_id;Year;Order;Country;Singer;Title;Points;Place;in_english;songid;lovementions;population
850;2001;6;Russia;Mumiy Troll / Мумий Тролль;Lady Alpine Blue;37;12;TRUE;850;1;144500000
851;2001;7;Sweden;Friends;Listen To Your Heartbeat;100;5;TRUE;851;3;9995000
852;2001;8;Lithuania;Skamp;U Got Style;35;13;TRUE;852;0;2848000
853;2001;9;Latvia;Arnis Mednis;Too Much;16;18;TRUE;853;2;1950000
854;2001;10;Croatia;Vanna;Strings Of My Heart;42;10;TRUE;854;0;4480000
855;2001;11;Portugal;MTM;Só Sei Ser Feliz Assim;18;17;FALSE;855;2;10310000
856;2001;12;Ireland;Gary O'Shaughnessy;Without Your Love;6;21;TRUE;856;7;4784000
857;2001;13;Spain;David Civera;Dile Que La Quiero;76;6;FALSE;857;11;46570000
858;2001;14;France;Natasha Saint-Pier;Je N'ai Que Mon Âme;142;4;TRUE;858;2;67120000
859;2001;15;Turkey;Sedat Yüce;Sevgiliye Son;41;11;TRUE;859;4;79810000
860;2001;16;United Kingdom;Lindsay D.;No Dream Impossible;28;15;TRUE;860;2;66020000
861;2001;17;Slovenia;Nuša Derenda;Energy;70;7;TRUE;861;0;1990000
862;2001;18;Poland;Piasek;2 Long;11;20;TRUE;862;0;37970000
863;2001;19;Germany;Michelle;Wer Liebe Lebt;66;8;TRUE;863;6;82790000
864;2001;20;Estonia;Tanel Padar, Dave Benton & 2XL ;Everybody;198;1;TRUE;864;0;1316000
865;2001;21;Malta;Fabrizio Faniello;Another Summer Night;48;9;TRUE;865;1;460297
866;2001;22;Greece;Antique;Die For You;147;3;TRUE;866;6;10770000
867;2001;23;Denmark;Rollo & King;Never Ever Let You Go;177;2;TRUE;867;3;5770000
868;2002;1;Cyprus;One;Gimme;85;6;TRUE;868;0;1180000
869;2002;2;United Kingdom;Jessica Garlick;Come Back;111;4;TRUE;869;2;66020000
870;2002;3;Austria;Manuel Ortega;Say A Word;26;18;TRUE;870;0;8773000
871;2002;4;Greece;Michalis Rakintzis;S.a.g.a.p.o.;27;17;TRUE;871;8;10770000
872;2002;5;Spain;Rosa;Europe's Living A Celebration;81;7;FALSE;872;0;46570000
873;2002;6;Croatia;Vesna Pisarovic;Everything I Want;44;11;TRUE;873;12;4480000
874;2002;7;Russia;Prime Minister / Премьер-Министр;Northern Girl;55;10;TRUE;874;1;144500000
875;2002;8;Estonia;Sahléne;Runaway;111;3;TRUE;875;0;1316000
876;2002;9;Macedonia;Karolina Gocheva / Каролина Гочева;Od Nas Zavisi / Од нас зависи;25;19;FALSE;876;1;2090000
877;2002;10;Israel;Sarit Hadad / שרית חדד;Light A Candle;37;12;TRUE;877;1;8712000
878;2002;11;Switzerland;Francine Jordi;Dans Le Jardin De Mon Âme;15;22;FALSE;878;1;8420000
879;2002;12;Sweden;Afro-dite;Never Let It Go;72;8;TRUE;879;1;9995000
880;2002;13;Finland;Laura;Addicted To You;24;20;TRUE;880;1;5503000
881;2002;14;Denmark;Malene;Tell Me Who You Are;7;24;TRUE;881;0;5770000
882;2002;15;Bosnia-Herzegovina;Maja Tatić;Na Jastuku Za Dvoje;33;15;TRUE;882;3;3880000
883;2002;16;Belgium;Sergio & The Ladies;Sister;33;13;TRUE;883;5;11350000
884;2002;17;France;Sandrine François;Il Faut Du Temps;104;5;FALSE;884;0;67120000
885;2002;18;Germany;Corinna May;I Can't Live Without Music;17;21;TRUE;885;2;82790000
886;2002;19;Turkey;Buket Bengisu & Saphire;Leylaklar Soldu Kalbinde;29;16;TRUE;886;6;79810000
887;2002;20;Malta;Ira Losco;7th Wonder;164;2;TRUE;887;4;460297
888;2002;21;Romania;Monica Anghel & Marcel Pavel;Tell Me Why;71;9;TRUE;888;2;19640000
889;2002;22;Slovenia;Sestre;Samo Ljubezen;33;14;FALSE;889;5;1990000
890;2002;23;Latvia;Marie N ;I Wanna;176;1;TRUE;890;6;1950000
891;2002;24;Lithuania;Aivaras;Happy You;12;23;TRUE;891;10;2848000
892;2003;1;Iceland;Birgitta;Open Your Heart;81;8;TRUE;892;0;338349
893;2003;2;Austria;Alf Poier;Weil Der Mensch Zählt;101;6;FALSE;893;0;8773000
894;2003;3;Ireland;Mickey Harte;We've Got The World;53;11;TRUE;894;7;4784000
895;2003;4;Turkey;Sertab Erener ;Everyway That I Can;167;1;TRUE;895;12;79810000
896;2003;5;Malta;Lynn Chircop;To Dream Again;4;25;TRUE;896;12;460297
897;2003;6;Bosnia-Herzegovina;Mija Martina;Ne Brini;27;16;TRUE;897;1;3880000
898;2003;7;Portugal;Rita Guerra;Deixa-me Sonhar;13;22;TRUE;898;0;10310000
899;2003;8;Croatia;Claudia Beni;Više Nisam Tvoja;29;15;TRUE;899;4;4480000
900;2003;9;Cyprus;Stelios Constantas / Στέλιος Κωσταντάς;Feeling Alive;15;20;TRUE;900;1;1180000
901;2003;10;Germany;Lou;Let's Get Happy;53;12;TRUE;901;0;82790000
902;2003;11;Russia;t.A.T.u. / т.а.Т.у.;Ne Ver’, Ne Bojsia / Не верь, не бойся;164;3;FALSE;902;2;144500000
903;2003;12;Spain;Beth;Dime;81;8;FALSE;903;1;46570000
904;2003;13;Israel;Lior Narkis / ליאור נרקיס;Words For Love;17;19;TRUE;904;9;8712000
905;2003;14;Netherlands;Esther Hart;One More Night;45;13;TRUE;905;5;17000000
906;2003;15;United Kingdom;Jemini;Cry Baby;0;26;TRUE;906;7;66020000
907;2003;16;Ukraine;Olexandr;Hasta La Vista;30;14;TRUE;907;1;44830000
908;2003;17;Greece;Mando / Μαντώ;Never Let You Go;25;17;TRUE;908;1;10770000
909;2003;18;Norway;Jostein Hasselgård;I´m Not Afraid To Move On;123;4;TRUE;909;3;5258000
910;2003;19;France;Louisa Baïleche;Monts Et Merveilles;19;18;FALSE;910;6;67120000
911;2003;20;Poland;Ich Troje;Keine Grenzen - Zadnych Granic;90;7;FALSE;911;1;37970000
912;2003;21;Latvia;F.L.Y.;Hello From Mars;5;24;TRUE;912;2;1950000
913;2003;22;Belgium;Urban Trad;Sanomi;165;2;FALSE;913;0;11350000
914;2003;23;Estonia;Ruffus;Eighties Coming Back;14;21;TRUE;914;0;1316000
915;2003;24;Romania;Nicola;Don’t Break My Heart;73;10;TRUE;915;0;19640000
916;2003;25;Sweden;Fame;Give Me Your Love;107;5;TRUE;916;18;9995000
917;2003;26;Slovenia;Karmen Stavec;Nanana;7;23;TRUE;917;0;1990000
918;2004;1;Spain;Ramón;Para Llenarme De Ti;87;10;FALSE;918;19;46570000
919;2004;2;Austria;Tie-Break;Du Bist;9;21;FALSE;919;3;8773000
920;2004;3;Norway;Knut Anders Sørum;High;3;24;TRUE;920;0;5258000
921;2004;4;France;Jonatan Cerrada;A Chaque Pas;40;15;FALSE;921;3;67120000
922;2004;5;Serbia & Montenegro;Željko Joksimović & the Ad Hoc Orchestra;Lane Moje;263;2;FALSE;922;3;10830000
923;2004;6;Malta;Julie & Ludwig;On Again..., Off Again...;50;12;TRUE;923;4;460297
924;2004;7;Netherlands;Re-Union;Without You;11;20;TRUE;924;0;17000000
925;2004;8;Germany;Max;Can't Wait Until Tonight;93;8;TRUE;925;2;82790000
926;2004;9;Albania;Anjeza Shahini;The Image Of You;106;7;TRUE;926;4;2873000
927;2004;10;Ukraine;Ruslana / Руслана Лижичко ;Wild Dances;280;1;TRUE;927;3;44830000
928;2004;11;Croatia;Ivan Mikulić;You Are The Only One;50;13;TRUE;928;7;4480000
929;2004;12;Bosnia-Herzegovina;Deen;In The Disco;91;9;TRUE;929;0;3880000
930;2004;13;Belgium;Xandee;1 Life;7;22;TRUE;930;0;11350000
931;2004;14;Russia;Julia Savicheva;Believe Me;67;11;TRUE;931;0;144500000
932;2004;15;Macedonia;Toše Proeski / Тоше Проески;Life;47;14;TRUE;932;0;2090000
933;2004;16;Greece;Sakis Rouvas / Σάκης Ρουβάς;Shake It;252;3;TRUE;933;15;10770000
934;2004;17;Iceland;Jónsi;Heaven;16;19;TRUE;934;2;338349
935;2004;18;Ireland;Chris Doran;If My World Stopped Turning;7;23;TRUE;935;1;4784000
936;2004;19;Poland;Blue Café;Love Song;27;17;TRUE;936;14;37970000
937;2004;20;United Kingdom;James Fox;Hold Onto Our Love;29;16;TRUE;937;13;66020000
938;2004;21;Cyprus;Lisa Andreas;Stronger Every Minute;170;6;TRUE;938;3;1180000
939;2004;22;Turkey;Athena;For Real;195;4;TRUE;939;0;79810000
940;2004;23;Romania;Sanda Ladosi;I Admit;18;18;TRUE;940;3;19640000
941;2004;24;Sweden;Lena Philipsson;It Hurts;170;5;TRUE;941;1;9995000
942;2005;1;Hungary;Nox;Forogj Világ!;97;12;FALSE;942;1;9781000
943;2005;2;United Kingdom;Javine;Touch My Fire;18;22;TRUE;943;0;66020000
944;2005;3;Malta;Chiara;Angel;192;2;TRUE;944;1;460297
945;2005;4;Romania;Luminita Anghel & Sistem;Let Me Try;158;3;TRUE;945;0;19640000
946;2005;5;Norway;Wig Wam;In My Dreams;125;9;TRUE;946;0;5258000
947;2005;6;Turkey;Gülseren;Rimi Rimi Ley;93;13;FALSE;947;13;79810000
948;2005;7;Moldova;Zdob Si Zdub;Boonika Bate Doba;148;6;TRUE;948;1;3550000
949;2005;8;Albania;Ledina Çelo;Tomorrow I Go;53;16;TRUE;949;0;2873000
950;2005;9;Cyprus;Constantinos Christoforou / Κωνσταντίνος Χριστοφόρου;Ela Ela (come Baby);46;18;TRUE;950;0;1180000
951;2005;10;Spain;Son De Sol;Brujería;28;21;FALSE;951;7;46570000
952;2005;11;Israel;Shiri Maimon / שירי מימון;Hasheket Shenish'ar / השקט שנשאר;154;4;TRUE;952;1;8712000
953;2005;12;Serbia & Montenegro;No Name;Zauvijek Moja;137;7;FALSE;953;3;10830000
954;2005;13;Denmark;Jakob Sveistrup;Talking To You;125;10;TRUE;954;1;5770000
955;2005;14;Sweden;Martin Stenmarck;Las Vegas;30;19;TRUE;955;0;9995000
956;2005;15;Macedonia;Martin Vucič / Мартин Вучиќ;Make My Day;52;17;TRUE;956;4;2090000
957;2005;16;Ukraine;Greenjolly / Ґринджоли;Razom Nas Bahato / Разом нас багато;30;20;TRUE;957;0;44830000
958;2005;17;Germany;Gracia;Run & Hide;4;24;TRUE;958;0;82790000
959;2005;18;Croatia;Boris Novković ft. Lado members;Vukovi Umiru Sami;115;11;FALSE;959;1;4480000
960;2005;19;Greece;Helena Paparizou / Ελενα Παπαρίζου ;My Number One;230;1;TRUE;960;8;10770000
961;2005;20;Russia;Natalia Podolskaya / Наталья Подольская;Nobody Hurt No One;57;15;TRUE;961;0;144500000
962;2005;21;Bosnia-Herzegovina;Feminnem;Call Me;79;14;TRUE;962;0;3880000
963;2005;22;Switzerland;Vanilla Ninja;Cool Vibes;128;8;TRUE;963;0;8420000
964;2005;23;Latvia;Walters & Kaža;The War Is Not Over;153;5;TRUE;964;0;1950000
965;2005;24;France;Ortal;Chacun Pense À Soi;11;23;FALSE;965;3;67120000
966;2006;1;Switzerland;Six4One;If We All Give A Little;30;17;TRUE;966;5;8420000
967;2006;2;Moldova;Arsenium ft. Natalia Gordienko & Connect-R;Loca;22;20;TRUE;967;4;3550000
968;2006;3;Israel;Eddie Butler;Ze Hazman / זה הזמן;4;23;TRUE;968;11;8712000
969;2006;4;Latvia;Cosmos;I Hear Your Heart;30;16;TRUE;969;9;1950000
970;2006;5;Norway;Christine Guldbrandsen;Alvedansen;36;14;FALSE;970;0;5258000
971;2006;6;Spain;Las Ketchup;Un Blodymary;18;21;FALSE;971;0;46570000
972;2006;7;Malta;Fabrizio Faniello;I Do;1;24;TRUE;972;6;460297
973;2006;8;Germany;Texas Lightning;No No Never;36;15;TRUE;973;8;82790000
974;2006;9;Denmark;Sidsel Ben Semmane;Twist Of Love;26;18;TRUE;974;3;5770000
975;2006;10;Russia;Dima Bilan / Дима Билан;Never Let You Go;248;2;TRUE;975;1;144500000
976;2006;11;Macedonia;Elena Risteska / Елена Ристеска;Ninanajna / Нинанајна;56;12;TRUE;976;3;2090000
977;2006;12;Romania;Mihai Trăistariu;Tornero;172;4;TRUE;977;0;19640000
978;2006;13;Bosnia-Herzegovina;Hari Mata Hari;Lejla;229;3;FALSE;978;3;3880000
979;2006;14;Lithuania;LT United;We Are The s;162;6;TRUE;979;0;2848000
980;2006;15;United Kingdom;Daz Sampson;Teenage Life;25;19;TRUE;980;0;66020000
981;2006;16;Greece;Anna Vissi / Αννα Βίσση;Everything;128;9;TRUE;981;7;10770000
982;2006;17;Finland;Lordi ;Hard Rock Hallelujah;292;1;TRUE;982;0;5503000
983;2006;18;Ukraine;Tina Karol / Тина Кароль;Show Me Your Love;145;7;TRUE;983;17;44830000
984;2006;19;France;Virginie Pouchain;Il Etait Temps;5;22;FALSE;984;0;67120000
985;2006;20;Croatia;Severina;Moja Štikla;56;13;FALSE;985;0;4480000
986;2006;21;Ireland;Brian Kennedy;Every Song Is A Cry For Love;93;10;TRUE;986;12;4784000
987;2006;22;Sweden;Carola Häggkvist;Invincible;170;5;TRUE;987;6;9995000
988;2006;23;Turkey;Sibel Tüzün;Süper Star;91;11;TRUE;988;9;79810000
989;2006;24;Armenia;André / Անդրեն;Without Your Love?;129;8;TRUE;989;26;2930000
990;2007;1;Bosnia-Herzegovina;Marija Šestić;Rijeka Bez Imena;106;11;FALSE;990;1;3880000
991;2007;2;Spain;d'Nash;I Love You Mi Vida;43;20;FALSE;991;22;46570000
992;2007;3;Belarus;Koldun / Колдун;Work Your Magic;145;6;TRUE;992;2;9508000
993;2007;4;Ireland;Dervish;They Can't Stop The Spring;5;24;TRUE;993;0;4784000
994;2007;5;Finland;Hanna Pakarinen;Leave Me Alone;53;17;TRUE;994;2;5503000
995;2007;6;Macedonia;Karolina Goceva;Mojot Svet;73;14;TRUE;995;0;2090000
996;2007;7;Slovenia;Alenka Gotar;Cvet Z Juga;66;15;FALSE;996;1;1990000
997;2007;8;Hungary;Magdi Rúzsa;Unsubstantial Blues;128;9;TRUE;997;1;9781000
998;2007;9;Lithuania;4Fun;Love Or Leave;28;21;TRUE;998;1;2848000
999;2007;10;Greece;Sarbel Michael / Σαρμπέλ Μιχαήλ;Yassou Maria;139;7;TRUE;999;0;10770000
1000;2007;11;Georgia;Sopho / სოფო;Visionary Dream;97;12;TRUE;1000;0;3717000
1001;2007;12;Sweden;The Ark;The Worrying Kind;51;18;TRUE;1001;0;9995000
1002;2007;13;France;Les Fatals Picards;L’amour À La Française;19;22;TRUE;1002;10;67120000
1003;2007;14;Latvia;Bonaparte.lv;Questa Notte;54;16;FALSE;1003;5;1950000
1004;2007;15;Russia;Serebro;Song #1;207;3;TRUE;1004;0;144500000
1005;2007;16;Germany;Roger Cicero;Frauen Regier'n Die Welt;49;19;TRUE;1005;0;82790000
1006;2007;17;Serbia;Marija Šerifović ;Molitva;268;1;FALSE;1006;3;7240000
1007;2007;18;Ukraine;Verka Serduchka / Вєрка Сердючка;Dancing Lasha Tumbai;235;2;FALSE;1007;3;44830000
1008;2007;19;United Kingdom;Scooch;Flying The Flag (For You);19;23;TRUE;1008;0;66020000
1009;2007;20;Romania;Todomondo;Liubi, Liubi, I Love You;84;13;FALSE;1009;19;19640000
1010;2007;21;Bulgaria;Elitsa & Stoyan;Water;157;5;FALSE;1010;0;7102000
1011;2007;22;Turkey;Kenan Doğulu;Shake It Up Shekerim;163;4;TRUE;1011;4;79810000
1012;2007;23;Armenia;Hayko / Հայկո;Anything You Need;138;8;TRUE;1012;0;2930000
1013;2007;24;Moldova;Natalia Barbu;Fight;109;10;TRUE;1013;0;3550000
1014;2008;1;Romania;Nico & Vlad Miriţă;Pe-o Margine De Lume;45;20;FALSE;1014;4;19640000
1015;2008;2;United Kingdom;Andy Abraham;Even If;14;25;TRUE;1015;4;66020000
1016;2008;3;Albania;Olta Boka;Zemrën E Lamë Peng;55;17;FALSE;1016;2;2873000
1017;2008;4;Germany;No Angels;Disappear;14;23;TRUE;1017;0;82790000
1018;2008;5;Armenia;Sirusho / Սիրուշո;Qele, Qele / Քելե Քելե;199;4;TRUE;1018;0;2930000
1019;2008;6;Bosnia-Herzegovina;Laka;Pokušaj;110;10;FALSE;1019;8;3880000
1020;2008;7;Israel;Boaz Mauda / בועז מעודה;The Fire In Your Eyes;124;9;TRUE;1020;0;8712000
1021;2008;8;Finland;Teräsbetoni;Missä Miehet Ratsastaa;35;22;FALSE;1021;1;5503000
1022;2008;9;Croatia;Kraljevi Ulice & 75 Cents;Romanca;44;21;FALSE;1022;0;4480000
1023;2008;10;Poland;Isis Gee;For Life;14;24;TRUE;1023;2;37970000
1024;2008;11;Iceland;Euroband;This Is My Life;64;14;TRUE;1024;0;338349
1025;2008;12;Turkey;Mor Ve Ötesi;Deli;138;7;FALSE;1025;3;79810000
1026;2008;13;Portugal;Vânia Fernandes;Senhora Do Mar;69;13;FALSE;1026;1;10310000
1027;2008;14;Latvia;Pirates Of The Sea;Wolves Of The Sea;83;12;TRUE;1027;0;1950000
1028;2008;15;Sweden;Charlotte Perrelli;Hero;47;18;TRUE;1028;5;9995000
1029;2008;16;Denmark;Simon Mathew;All Night Long;60;15;TRUE;1029;0;5770000
1030;2008;17;Georgia;Diana Gurtskaya;Peace Will Come;83;11;TRUE;1030;1;3717000
1031;2008;18;Ukraine;Ani Lorak;Shady Lady;230;2;TRUE;1031;1;44830000
1032;2008;19;France;Sébastien Tellier;Divine;47;19;TRUE;1032;3;67120000
1033;2008;20;Azerbaijan;Elnur & Samir;Day After Day;132;8;TRUE;1033;2;9862000
1034;2008;21;Greece;Kalomira;Secret Combination;218;3;TRUE;1034;0;10770000
1035;2008;22;Spain;Rodolfo Chikilicuatre;Baila El Chiki Chiki;55;16;TRUE;1035;2;46570000
1036;2008;23;Serbia;Jelena Tomaševic ft. Bora Dugic;Oro;160;6;FALSE;1036;1;7240000
1037;2008;24;Russia;Dima Bilan ;Believe;272;1;TRUE;1037;0;144500000
1038;2008;25;Norway;Maria Haukaas Storeng;Hold On Be Strong;182;5;TRUE;1038;0;5258000
1039;2009;1;Lithuania;Sasha Son;Love;23;23;TRUE;1039;54;2848000
1040;2009;2;Israel;Noa & Mira Awad;There Must Be Another Way;53;16;TRUE;1040;0;8712000
1041;2009;3;France;Patricia Kaas;Et S'il Fallait Le Faire;107;8;FALSE;1041;1;67120000
1042;2009;4;Sweden;Malena Ernman;La Voix;33;21;TRUE;1042;18;9995000
1043;2009;5;Croatia;Igor Cukrov feat. Andrea;Lijepa Tena;45;18;FALSE;1043;1;4480000
1044;2009;6;Portugal;Flor-de-Lis;Todas As Ruas Do Amor;57;15;FALSE;1044;6;10310000
1045;2009;7;Iceland;Yohanna;Is It True;218;2;TRUE;1045;0;338349
1046;2009;8;Greece;Sakis Rouvas / Σάκης Ρουβάς;This Is Our Night;120;7;TRUE;1046;0;10770000
1047;2009;9;Armenia;Inga & Anush Arshakyanner;Jan Jan;92;10;TRUE;1047;0;2930000
1048;2009;10;Russia;Anastasia Prikhodko;Mamo;91;11;FALSE;1048;4;144500000
1049;2009;11;Azerbaijan;AySel & Arash;Always;207;3;TRUE;1049;0;9862000
1050;2009;12;Bosnia-Herzegovina;Regina;Bistra Voda;106;9;FALSE;1050;1;3880000
1051;2009;13;Moldova;Nelly Ciobanu;Hora Din Moldova;69;14;TRUE;1051;2;3550000
1052;2009;14;Malta;Chiara;What If We;31;22;TRUE;1052;0;460297
1053;2009;15;Estonia;Urban Symphony;Rändajad;129;6;FALSE;1053;0;1316000
1054;2009;16;Denmark;Brinck;Believe Again;74;13;TRUE;1054;4;5770000
1055;2009;17;Germany;Alex Swings Oscar Sings;Miss Kiss Kiss Bang;35;20;TRUE;1055;1;82790000
1056;2009;18;Turkey;Hadise;Düm Tek Tek;177;4;TRUE;1056;0;79810000
1057;2009;19;Albania;Kejsi Tola;Carry Me In Your Dreams;48;17;TRUE;1057;11;2873000
1058;2009;20;Norway;Alexander Rybak ;Fairytale;387;1;TRUE;1058;3;5258000
1059;2009;21;Ukraine;Svetlana Loboda;Be My Valentine (Anti Crisis Girl);76;12;TRUE;1059;0;44830000
1060;2009;22;Romania;Elena Gheorghe;The Balkan Girls;40;19;TRUE;1060;1;19640000
1061;2009;23;United Kingdom;Jade Ewen;It's My Time;173;5;TRUE;1061;0;66020000
1062;2009;24;Finland;Waldo's People;Lose Control;22;25;TRUE;1062;0;5503000
1063;2009;25;Spain;Soraya;La Noche Es Para Mí;23;24;TRUE;1063;0;46570000
1064;2010;1;Azerbaijan;Safura;Drip Drop;145;5;TRUE;1064;3;9862000
1065;2010;2;Spain;Daniel Diges;Algo Pequeñito;68;15;FALSE;1065;7;46570000
1066;2010;3;Norway;Didrik Solli-Tangen;My Heart Is Yours;35;20;TRUE;1066;3;5258000
1067;2010;4;Moldova;Sunstroke Project & Olia Tira;Run Away;27;22;TRUE;1067;0;3550000
1068;2010;5;Cyprus;Jon Lilygreen & The Islanders;Life Looks Better In Spring;27;21;TRUE;1068;0;1180000
1069;2010;6;Bosnia-Herzegovina;Vukašin Brajić;Thunder And Lightning;51;17;TRUE;1069;0;3880000
1070;2010;7;Belgium;Tom Dice;Me And My Guitar;143;6;TRUE;1070;1;11350000
1071;2010;8;Serbia;Milan Stanković;Ovo Je Balkan;72;13;FALSE;1071;0;7240000
1072;2010;9;Belarus;3+2;Butterflies;18;24;TRUE;1072;1;9508000
1073;2010;10;Ireland;Niamh Kavanagh;It's For You;25;23;TRUE;1073;6;4784000
1074;2010;11;Greece;Giorgos Alkaios & Friends;Opa;140;8;FALSE;1074;0;10770000
1075;2010;12;United Kingdom;Josh Dubovie;That Sounds Good To Me;10;25;TRUE;1075;0;66020000
1076;2010;13;Georgia;Sofia Nizharadze;Shine;136;9;TRUE;1076;2;3717000
1077;2010;14;Turkey;maNga;We Could Be The Same;170;2;TRUE;1077;2;79810000
1078;2010;15;Albania;Juliana Pasha;It's All About You;62;16;TRUE;1078;1;2873000
1079;2010;16;Iceland;Hera Björk;Je Ne Sais Quoi;41;19;TRUE;1079;2;338349
1080;2010;17;Ukraine;Alyosha;Sweet People;108;10;TRUE;1080;1;44830000
1081;2010;18;France;Jessy Matador;Alllez Ola Olé;82;12;FALSE;1081;0;67120000
1082;2010;19;Romania;Paula Seling & Ovi;Playing With Fire;162;3;TRUE;1082;0;19640000
1083;2010;20;Russia;Peter Nalitch & Friends;Lost And Forgotten;90;11;TRUE;1083;4;144500000
1084;2010;21;Armenia;Eva Rivas;Apricot Stone;141;7;TRUE;1084;1;2930000
1085;2010;22;Germany;Lena ;Satellite;246;1;TRUE;1085;16;82790000
1086;2010;23;Portugal;Filipa Azevedo;Há Dias Assim;43;18;FALSE;1086;1;10310000
1087;2010;24;Israel;Harel Skaat;Milim;71;14;FALSE;1087;0;8712000
1088;2010;25;Denmark;Chanée & N'evergreen;In A Moment Like This;149;4;TRUE;1088;1;5770000
1089;2011;1;Finland;Paradise Oskar;Da Da Dam;57;21;TRUE;1089;0;5503000
1090;2011;2;Bosnia-Herzegovina;Dino Merlin;Love In Rewind;125;6;TRUE;1090;9;3880000
1091;2011;3;Denmark;A Friend In London;New Tomorrow;134;5;TRUE;1091;0;5770000
1092;2011;4;Lithuania;Evelina Sašenko;C'est Ma Vie;63;19;TRUE;1092;8;2848000
1093;2011;5;Hungary;Kati Wolf;What About My Dreams;53;22;TRUE;1093;0;9781000
1094;2011;6;Ireland;Jedward;Lipstick;119;8;TRUE;1094;0;4784000
1095;2011;7;Sweden;Eric Saade;Popular;185;3;TRUE;1095;0;9995000
1096;2011;8;Estonia;Getter Jaani;Rockefeller Street;44;24;TRUE;1096;0;1316000
1097;2011;9;Greece;Loucas Yiorkas Ft. Stereo Mike;Watch My Dance;120;7;TRUE;1097;0;10770000
1098;2011;10;Russia;Alexey Vorobjov;Get You;77;16;TRUE;1098;0;144500000
1099;2011;11;France;Amaury Vassili;Sognu;82;15;FALSE;1099;0;67120000
1100;2011;12;Italy;Raffaele Gualazzi;Maddnes Of Love;189;2;TRUE;1100;1;60590000
1101;2011;13;Switzerland;Anna Rossinelli;In Love For A While;19;25;TRUE;1101;6;8420000
1102;2011;14;United Kingdom;Blue;I Can;100;11;TRUE;1102;0;66020000
1103;2011;15;Moldova;Zdob Si Zdub;So Lucky;97;12;TRUE;1103;1;3550000
1104;2011;16;Germany;Lena;Taken By A Stranger;107;10;TRUE;1104;0;82790000
1105;2011;17;Romania;Hotel FM;Change;77;16;TRUE;1105;0;19640000
1106;2011;18;Austria;Nadine Beiler;The Secret Is Love;64;18;TRUE;1106;9;8773000
1107;2011;19;Azerbaijan;Ell & Nikki ;Running Scared;221;1;TRUE;1107;0;9862000
1108;2011;20;Slovenia;Maja Keuc;No One;96;13;TRUE;1108;6;1990000
1109;2011;21;Iceland;Sjonni's Friends;Coming Home;61;20;TRUE;1109;2;338349
1110;2011;22;Spain;Lucía Pérez;Que Me Quiten Lo Bailao;50;23;FALSE;1110;0;46570000
1111;2011;23;Ukraine;Mika Newton;Angel;159;4;TRUE;1111;2;44830000
1112;2011;24;Serbia;Nina;Čaroban;85;14;FALSE;1112;4;7240000
1113;2011;25;Georgia;Eldrine;One More Day;110;9;TRUE;1113;0;3717000
1114;2012;1;United Kingdom;Engelbert Humperdinck;Love Will Set You Free;12;25;TRUE;1114;8;66020000
1115;2012;2;Hungary;Compact Disco;Sound Of Our Hearts;19;24;TRUE;1115;0;9781000
1116;2012;3;Albania;Rona Nishliu;Suus;146;5;FALSE;1116;1;2873000
1117;2012;4;Lithuania;Donny Montell;Love Is Blind;70;14;TRUE;1117;1;2848000
1118;2012;5;Bosnia-Herzegovina;Maya Sar;Korake Ti Znam;55;18;FALSE;1118;0;3880000
1119;2012;6;Russia;Buranovskie Babushki;Party For Everybody;259;2;TRUE;1119;0;144500000
1120;2012;7;Iceland;Gréta Salóme & Jónsi;Never Forget;46;20;TRUE;1120;0;338349
1121;2012;8;Cyprus;Ivi Adamou;Lala Love;65;16;TRUE;1121;10;1180000
1122;2012;9;France;Anggun;Echo (You And I);21;22;TRUE;1122;1;67120000
1123;2012;10;Italy;Nina Zilli;L'amore E' Femmina (Out Of Love);101;9;TRUE;1123;7;60590000
1124;2012;11;Estonia;Ott Lepland;Kuula;120;6;FALSE;1124;0;1316000
1125;2012;12;Norway;Tooji;Stay;7;26;TRUE;1125;0;5258000
1126;2012;13;Azerbaijan;Sabina Babayeva;When The Music Dies;150;4;TRUE;1126;0;9862000
1127;2012;14;Romania;Mandinga;Zaleilah;71;12;TRUE;1127;6;19640000
1128;2012;15;Denmark;Soluna Samay;Should've Known Better;21;23;TRUE;1128;0;5770000
1129;2012;16;Greece;Eleftheria Eleftheriou;Aphrodisiac;64;17;TRUE;1129;0;10770000
1130;2012;17;Sweden;Loreen ;Euphoria;372;1;TRUE;1130;4;9995000
1131;2012;18;Turkey;Can Bonomo;Love Me Back;112;7;TRUE;1131;6;79810000
1132;2012;19;Spain;Pastora Soler;Quédate Conmigo;97;10;FALSE;1132;8;46570000
1133;2012;20;Germany;Roman Lob;Standing Still;110;8;TRUE;1133;0;82790000
1134;2012;21;Malta;Kurt Calleja;This Is The Night;41;21;TRUE;1134;0;460297
1135;2012;22;Macedonia;Kaliopi;Crno I Belo;71;13;FALSE;1135;0;2090000
1136;2012;23;Ireland;Jedward;Waterline;46;19;TRUE;1136;2;4784000
1137;2012;24;Serbia;Željko Joksimović;Nije Ljubav Stvar;214;3;FALSE;1137;7;7240000
1138;2012;25;Ukraine;Gaitana;Be My Guest;65;15;TRUE;1138;10;44830000
1139;2012;26;Moldova;Pasha Parfeny;Lăutar;81;11;TRUE;1139;0;3550000
1140;2013;1;France;Amandine Bourgeois;L'enfer Et Moi;14;23;FALSE;1140;1;67120000
